RefID,RefCode,RefAuthor,RefYear,Citation
137,Kesselmeier1998a,Kesselmeier,1998,"92. J. Kesselmeier, K. Bode, L. Schafer, G. Schebeske, A. Wolf, E. Brancaleoni, A. Cecinato, P. Ciccioli, M. Frattoni, L. Dutaur, J. L. Fugit, V. Simon, and L. Torres, ""Simultaneous field measurements of terpene and isoprene emissions from two dominant Mediterranean oak species in relation to a north American species,"" Atmospheric Environment 32 (11), 1947-1953 (1998a)."
138,Kesselmeier1998b,Kesselmeier,1998,"93. J. Kesselmeier, K. Bode, C. Gerlach, and E. M. Jork, ""Exchange of atmospheric formic and acetic acids with trees and crop plants under controlled chamber and purified air conditions,"" Atmospheric Environment 32 (10), 1765-1775 (1998b)."
180,Kesselmeier2000,Kesselmeier,2000,"205. J. Kesselmeier, U. Kuhn, A. Wolf, M. O. Andreae, P. Ciccioli, E. Brancaleoni, M. Frattoni, A. Guenther, J. Greenberg, P. D. Vasconcellos, T. de Oliva, T. Tavares, and P. Artaxo, ""Atmospheric volatile organic compounds (VOC) at a remote tropical forest site in central Amazonia,"" Atmospheric Environment 34 (24), 4063-4072 (2000)."
210,Kesselmeier2001,Kesselmeier,2001,"Kesselmeier, J. (2001). ""Exchange of short-chain oxygenated volatile organic compounds (VOCs) between plants and the atmosphere: A compilation of field and laboratory studies."" Journal of Atmospheric Chemistry 39(3): 219-233."
231,Kesselmeier2002,Kesselmeier,2002,"206. J. Kesselmeier, U. Kuhn, S. Rottenberger, T. Biesenthal, A. Wolf, G. Schebeske, M. O. Andreae, P. Ciccioli, E. Brancaleoni, M. Frattoni, S. T. Oliva, M. L. Botelho, C. M. A. Silva, and T. M. Tavares, ""Concentrations and species composition of atmospheric volatile organic compounds (VOCs) as observed during the wet and dry season in Rondonia (Amazonia),"" J Geophys Res-Atmos 107 (D20), art. no.-8053 (2002)."
335,Kesselmeier2011,Kesselmeier,2011,"129. ö. Niinemets, U. Kuhn, P. C. Harley, M. Staudt, A. Arneth, A. Cescatti, P. Ciccioli, L. Copolovici, C. Geron, A. Guenther, J. Kesselmeier, M. T. Lerdau, R. K. Monson, and J. Pe§uelas, ""Estimations of isoprenoid emission capacity from enclosure studies: measurements, data processing, quality and standardized measurement protocols,"" Biogeosciences 8 (8), 2209-2246 (2011)."
211,Kim2001,Kim,2001,"94. J. C. Kim, ""Factors controlling natural VOC emissions in a southeastern US pine forest,"" Atmospheric Environment 35 (19), 3279-3292 (2001)."
258,Kim2005,Kim,2005,"95. Jo-Chun Kim, Ki-Joon Kim, Deug-Soo Kim, and Jin-Seok Han, ""Seasonal variations of monoterpene emissions from coniferous trees of different ages in Korea,"" Chemosphere 59 (11), 1685-1696 (2005)."
308,Kim2009,Kim,2009,"96. S. Kim, T. Karl, D. Helmig, R. Daly, R. Rasmussen, and A. Guenther, ""Measurement of atmospheric sesquiterpenes by proton transfer reaction-mass spectrometry (PTR-MS),"" Atmos. Meas. Tech. 2 (1), 99-112 (2009)."
320,Kim2010,Kim,2010,"97. S. Kim, T. Karl, A. Guenther, G. Tyndall, J. Orlando, P. Harley, R. Rasmussen, and E. Apel, ""Emissions and ambient distributions of Biogenic Volatile Organic Compounds (BVOC) in a ponderosa pine ecosystem: interpretation of PTR-MS mass spectra,"" Atmos. Chem. Phys. 10 (4), 1759-1771 (2010)."
336,Kim2011,Kim,2011,"98. S. Kim, A. Guenther, T. Karl, and J. Greenberg, ""Contributions of primary and secondary biogenic VOC tototal OH reactivity during the CABINEX (Community Atmosphere-Biosphere INteractions Experiments)-09 field campaign,"" Atmos. Chem. Phys. 11 (16), 8613-8623 (2011)"
361,Kim2013,Kim,2013,"99. S. Y. Kim, X. Y. Jiang, M. Lee, A. Turnipseed, A. Guenther, J. C. Kim, S. J. Lee, and S. Kim, ""Impact of biogenic volatile organic compounds on ozone production at the Taehwa Research Forest near Seoul, South Korea,"" Atmospheric Environment 70, 447-453 (2013)."
139,Kirstine1998,Kirstine,1998,"100. W. Kirstine, I. Galbaily, Y. Ye, and M. Hooper, ""Emissions of volatile organic compounds (primarily oxygenated species) from pasture,"" Journal of geophysical research 103 (D9), 10 (1998)."
400,Kivimaenpaa2016,Kivimaenpaa,2016,"M. Kivimaenpaa, R.P. Ghimire, S. Sutinen, E. Haikio, A. Kasurinen, T. Holopainen, J.K. Holopainen, ""Increases in volatile organic compound emissions of Scots pine in response to elevated ozone and warming are modified by herbivory and soil nitrogen availability"", European Journal of Forest Research, 2016, 135(2): 343-360."
232,Klinborg2002,Klinborg,2002,Klinborg A; Eklund L;. Anthony-Little CH  Ethylene metabolism in Scots pine (Pinus sylvestris) shoots during the year
73,Klinger1994,Klinger,1994,"252. L. F. Klinger, P. R. Zimmerman, J. P. Greenberg, L. E. Heidt, and A. B. Guenther, ""Carbon Trace Gas Fluxes Along a Successional Gradient in the Hudson-Bay Lowland,"" J Geophys Res-Atmos 99 (D1), 1469-1494 (1994)."
140,Klinger1998,Klinger,1998,"207. L. F. Klinger, J. Greenberg, A. Guenther, G. Tyndall, P. Zimmerman, M. M'Bangui, and J. M. Moutsambote, ""Patterns in volatile organic compound emissions along a savanna-rainforest gradient in central Africa,"" J Geophys Res-Atmos 103 (D1), 1443-1454 (1998)."
233,Klinger2002,Klinger,2002,"101. L. F. Klinger, Q. J. Li, A. B. Guenther, J. P. Greenberg, B. Baker, and J. H. Bai, ""Assessment of volatile organic compound emissions from ecosystems of China,"" J Geophys Res-Atmos 107 (D21, 4603), Doi 10.1029/2001jd001076 (2002)."
212,Komenda2001,Komenda,2001,"Komenda, M., E. Parusel, A. Wedel and R. Koppmann (2001). ""Measurements of biogenic VOC emissions: sampling, analysis and calibration."" Atmospheric Environment 35(12): 2069-2080."
81,Konig1995,Konig,1995,"102. G. Konig, M. Brunda, H. Puxbaum, C. N. Hewitt, and S. C. Duckham, ""Relative contribution of oxygenated hydrocarbons to the total biogenic VOC emissions of selected mid-European agricultural and natural plant species,"" Atmospheric Environment 29 (8), 861-874 (1995)."
407,Kramshoj2016,Kramshoj,2016,"M. Kramshoj, I. Vedel-Petersen, M. Schollert, A. Rinnan, J. Nymand, H. Ro-Poulsen and R. Rinnan. ""Large increases in Arctic biogenic volatile emissions are a direct effect of warming"", Nature Communications, 2016, 9: 349-353."
163,Kreuzwieser1999,Kreuzwieser,1999,"103. J. Kreuzwieser, J. P. Schnitzler, and R. Steinbrecher, ""Biosynthesis of organic compounds emitted by plants,"" Plant Biology 1 (2), 149-159 (1999)."
181,Kreuzwieser2000,Kreuzwieser,2000,"Kreuzwieser, J., F. Kuhnemann, A. Martis, H. Rennenberg and W. Urban (2000). ""Diurnal pattern of acetaldehyde emission by flooded poplar trees."" Physiologia Plantarum 108(1): 79-86."
275,Kreuzwieser2006,Kreuzwieser,2006,"104. J. Kreuzwieser, H. Rennenberg, and R. Steinbrecher, ""Impact of short-term and long-term elevated CO2 on emission of carbonyls from adult Quercus petraea and Carpinus betulus trees,"" Environmental Pollution 142 (2), 246-253 (2006)."
234,Kuhn2002,Kuhn,2002,"208. U. Kuhn, S. Rottenberger, T. Biesenthal, A. Wolf, G. Schebeske, P. Ciccioli, E. Brancaleoni, M. Frattoni, T. M. Tavares, and J. Kesselmeier, ""Isoprene and monoterpene emissions of Amazonian tree species during the wet season: Direct and indirect investigations on controlling environmental functions,"" J Geophys Res-Atmos 107 (D20) (2002)."
251,Kuhn2004,Kuhn,2004,"209. U. Kuhn, S. Rottenberger, T. Biesenthal, A. Wolf, G. Schebeske, P. Ciccioli, E. Brancaleoni, M. Frattoni, T. M. Tavares, and J. Kesselmeier, ""Seasonal differences in isoprene and light-dependent monoterpene emission by Amazonian tree species,"" Global Change Biology 10 (5), 663-682 (2004)."
283,Kuhn2007,Kuhn,2007,"210. U. Kuhn, M. O. Andreae, C. Ammann, A. C. Araujo, E. Brancaleoni, P. Ciccioli, T. Dindorf, M. Frattoni, L. V. Gatti, L. Ganzeveld, B. Kruijt, J. Lelieveld, J. Lloyd, F. X. Meixner, A. D. Nobre, U. Poschl, C. Spirig, P. Stefani, A. Thielmann, R. Valentini, and J. Kesselmeier, ""Isoprene and monoterpene fluxes from Central Amazonian rainforest inferred from tower-based and airborne measurements, and implications on the atmospheric chemistry and the local carbon budget,"" Atmospheric Chemistry and Physics 7 (11), 2855-2879 (2007)."
63,Kuzma1993,Kuzma,1993,"Kuzma, J. and R. Fall (1993). ""Leaf Isoprene Emission Rate Is Dependent on Leaf Development and the Level of Isoprene Synthase."" Plant Physiology 101(2): 435-440."
374,Lahr2015,Lahr,2015,"Lahr, E. C., G. W. Schade, C. C. Crossett and M. R. Watson (2015). ""Photosynthesis and isoprene emission from trees along an urban?rural gradient in Texas."" Global Change Biology 21(11): 4221-4236."
29,Lamb1985,Lamb,1985,"B. Lamb, H. Westberg, G. Allwine, and T. Quarles, ""Biogenic Hydrocarbon Emissions from Deciduous and Coniferous Trees in the United-States,"" J Geophys Res-Atmos 90 (ND1), 2380-2390 (1985)."
32,Lamb1986,Lamb,1986,"B. Lamb, H. Westberg, and G. Allwine, ""Isoprene Emission Fluxes Determined by an Atmospheric Tracer Technique,"" Atmospheric Environment 20 (1), 1-8 (1986)."
321,Langford2010,Langford,2010,"212. B. Langford, P. K. Misztal, E. Nemitz, B. Davison, C. Helfter, T. A. M. Pugh, A. R. MacKenzie, S. F. Lim, and C. N. Hewitt, ""Fluxes and concentrations of volatile organic compounds from a South-East Asian tropical rainforest,"" Atmospheric Chemistry and Physics 10 (17), 8391-8412 (2010)."
74,Lerdau1994,Lerdau,1994,"107. M. Lerdau, S. B. Dilts, H. Westberg, B. K. Lamb, and E. J. Allwine, ""Monoterpene Emission from Ponderosa Pine,"" J Geophys Res-Atmos 99 (D8), 16609-16615 (1994)."
82,Lerdau1995,Lerdau,1995,"108. M. Lerdau, P. Matson, R. Fall, and R. Monson, ""Ecological Controls over Monoterpene Emissions from Douglas-Fir (Pseudotsuga-Menziesii),"" Ecology 76 (8), 2640-2647 (1995)."
113,Lerdau1997a,Lerdau,1997,"Lerdau, M. and M. Keller (1997). ""Controls on isoprene emission from trees in a subtropical dry forest."" Plant Cell and Environment 20(5): 569-578."
114,Lerdau1997b,Lerdau,1997,"Lerdau, M., M. Litvak, P. Palmer and R. Monson (1997). ""Controls over monoterpene emissions from boreal forest conifers."" Tree Physiology 17(8-9): 563-569."
182,Lerdau2000,Lerdau,2000,"Lerdau, M. and H. L. Throop (2000). ""Sources of variability in isoprene emission and photosynthesis in two species of tropical wet forest trees."" Biotropica 32(4): 670-676."
322,Leung2010,Leung,2010,"213. D. Y. C. Leung, P. Wong, B. K. H. Cheung, and A. Guenther, ""Improved land cover and emission factors for modeling biogenic volatile organic compounds emissions from Hong Kong,"" Atmospheric Environment 44 (11), 1456-1468 (2010)."
455,Li1994,Li,1994,"J.L. Li, Y.H. Bai, J.X. Hu, M. Shao, B.X. Zhang, Y. Xia and X.Y. Tang. ""Diurnal variation in the concentration of terpenes and it's emission rate measurements from oil pine"", China Environmental Science, 1994, 14(3): 166-169.; http://www.cqvip.com/Main/Detail.aspx?id=1557243"
444,Li2001,Li,2001,"Q.J. Li and F.K. Lee. ""The correlation beween the volatile organic compund emissions and the vegetation succession of the ecosystems in different clmatic zones of China"", Acta botanica Sinica,  2001, 41(10): 1065-1071.; http://dx.doi.org/10.3321/j.issn:1672-9072.2001.10.013"
294,Li2008,Li,2008,"109. D. W. Li, Y. Shi, X. Y. He, W. Chen, and X. Chen, ""Volatile organic compound emissions from urban trees in Shenyang, China,"" Bot Stud 49 (1), 67-72 (2008)."
451,Li2009,Li,2009,"D.W. Li, G.Y. Chi, Z.W. Zhang, Y. Shi and X.Y He. ""Composition of biogenic volatile organic compounds and emission from four young species in Shenyang"" Journal of Liaoning Technical Unvesity (Natural Science), 2009, 28(2): 300-303.; http://dx.doi.org/10.3969/j.issn.1008-0562.2009.02.039"
337,Lim2011,Lim,2011,"110. Yong-Jae Lim, Al Armendariz, Youn-Suk Son, and Jo-Chun Kim, ""Seasonal variations of isoprene emissions from five oak tree species in East Asia,"" Atmospheric Environment 45 (13), 2202-2210 (2011)."
426,Lin2015,Lin,2015,"C.Y. Lin, T.C. Chang, Y.H. Chen, Y.J. Chen, S.S. Cheng and S.T. Chang. ""Monitoring the dynamic emission of biogenic volatile organic compounds from Cryptomeria japonica by enclosure measurement"", Atmospheric Environment, 2015, 122: 163-170."
379,Lindwall2016,Lindwall,2016,"Lindwall, F., S. S. Svendsen, C. S. Nielsen, A. Michelsen and R. Rinnan (2016). ""Warming increases isoprene emissions from an arctic fen."" Science of the Total Environment 553: 297-304."
101,Litvak1996,Litvak,1996,"111. M. E. Litvak, F. Loreto, P. C. Harley, T. D. Sharkey, and R. K. Monson, ""The response of isoprene emission rate and photosynthetic rate to photon flux and nitrogen supply in aspen and white oak trees,"" Plant Cell and Environment 19 (5), 549-559 (1996)."
404,LIusia2016,LIusia,2016,"J. Liusia, S. Roahtyn, D. Yakir, E. Rotenberg, R. Seco, A. Guenther and J. Penuelas. ""Photosynthesis, stomatal conductance and terpene emission response to water availability in dry and mesic Mediterranean forests"", Tress, 2016, 30(3): 749-759."
432,Llusia1999,Llusia,1999,"J. Liusia and J. Penuelas. ""Pinus Halepensis and Quercus Ilex Terpene Emission as Affected by Temperature and Humidity"", Biologia Plantarum, 1999, 42(2): 317-320."
350,Llusia2012,Llusia,2012,"112. J. Llusia, J. Penuelas, R. Seco, and I. Filella, ""Seasonal changes in the daily emission rates of terpenes by Quercus ilex and the atmospheric concentrations of terpenes in the natural park of Montseny, NE Spain,"" Journal of Atmospheric Chemistry 69 (3), 215-230 (2012)."
408,Llusia2013,Llusia,2013,"J. Liusia, J. Penuelas, A. Guenther and F. Rapparini. ""Seasonal variations in terpene emission factors of dominant species in four ecosystems in NE Spain"", Atmospheric Environment, 2013, 70: 149-158."
422,Llusia2014,Llusia,2014,"J. LIusia, J. Sardans, U. Niinemets, S.M. Owen and J. Penuelas. ""A screening study of leaf terpene emissions of 43 rainforest species in Danum Valley Conservation Area (Borneo) and their relationships with chemical and morphological leaf traits"",  Plant Biosystems - An International Journal Dealing with all Aspects of Plant Biology, 2014, 148(2): 307-317."
115,Loescher1997,Loescher,1997,"113. H. W. Loescher, ?Non-methane hydrocarbon fluxes from Pinus elliottii and Sereonoa repens: comparing enclosure and above-canopy measurements?, Doctoral dissertation, University of Florida, 1997."
47,Loreto1990,Loreto,1990,"114. F. Loreto and T. D. Sharkey, ""A Gas-Exchange Study of Photosynthesis and Isoprene Emission in Quercus-Rubra L,"" Planta, 182 (4), 523-531, 1990."
64,Loreto1993a,Loreto,1993,"Loreto, F. and T. D. Sharkey (1993). ""On the Relationship between Isoprene Emission and Photosynthetic Metabolites under Different Environmental-Conditions."" Planta 189(3): 420-424."
65,Loreto1993b,Loreto,1993,"279. F. Loreto and T. D. Sharkey, ""Isoprene Emission by Plants Is Affected by Transmissible Wound Signals,"" Plant Cell and Environment 16 (5), 563-570 (1993)."
116,Loreto1997,Loreto,1997,"Loreto, F., P. Ciccioli, E. Brancaleoni, A. Cecinato and M. Frattoni (1997). ""Simultaneous measurements of emission and content of terpenes in leaves of oak species."" Plant Physiology 114(3): 1100-1100."
141,Loreto1998,Loreto,1998,"Loreto, F., P. Ciccioli, E. Brancaleoni, R. Valentini, M. De Lillis, O. Csiky and G. Seufert (1998). ""A hypothesis on the evolution of isoprenoid emission by oaks based on the correlation between emission type and Quercus taxonomy."" Oecologia 115(3): 302-305."
183,Loreto2000a,Loreto,2000,"Loreto, F. and S. Delfine (2000). ""Emission of isoprene from salt-stressed Eucalyptus globulus leaves."" Plant Physiology 123(4): 1605-1610."
184,Loreto2000b,Loreto,2000,"Loreto, F., P. Nascetti, A. Graverini and M. Mannozzi (2000). ""Emission and content of monoterpenes in intact and wounded needles of the Mediterranean Pine, Pinus pinea."" Functional Ecology 14(5): 589-595."
185,Loreto2000c,Loreto,2000,"Loreto, F., P. Ciccioli, E. Brancaleoni, M. Frattoni and S. Delfine (2000). ""Incomplete C-13 labelling of alpha-pinene content of Quercus ilex leaves and appearance of unlabelled C in alpha-pinene emission in the dark."" Plant Cell and Environment 23(2): 229-234."
235,Loreto2002,Loreto,2002,"Loreto F. 2002. Distribution of isoprenoid emitters in the Quercus genus around the world: chemo-taxonomical implications and evolutionary considerations based on the ecological function of the trait. Perspectives in Plant Ecology, Evolution and Systematics 5: 185?192."
367,Loreto2014,Loreto,2014,"Loreto F, Bagnoli F, Calfapietra C, Cafasso D, De Lillis M, Filibeck G, Fineschi S, Guidolotti G, Sramko G, Tokolyi J et al. 2014. Isoprenoid emission in hygrophyte and xerophyte European woody flora: ecological and evolutionary implications. Global Ecology and Biogeography 23: 334?345."
66,Macdonald1993a,Macdonald,1993,"115. R. C. Macdonald and R. Fall, ?Detection of Substantial Emissions of Methanol from Plants to the Atmosphere. Atmospheric Environment Part a-General Topics, 27, 1709-1713, 1993a."
67,Macdonald1993b,Macdonald,1993,"116. R. C. Macdonald and R. Fall, ?Acetone Emission from Conifer Buds,? Phytochemistry, 34, 991-994, 1993b."
351,Madronich2012,Madronich,2012,"117. M. B. Madronich, J. P. Greenberg, C. A. Wessman, and A. B. Guenther, ""Monoterpene emissions from an understory species, Pteridium aquilinum,"" Atmospheric Environment 54, 308-312 (2012)."
414,Maja2014,Maja,2014,"M.M. Maja, A. Kasurinen, P. Yli-Pirila, J. Joutsensaari, T. Klemola, T. Holopainen and J.K. Holopainen.""Contrasting responses of silver birch VOC emissions to short- and long-term herbivory"", Tree Physiology, 2014, 34 (3): 241-252."
413,Maja2015,Maja,2015,"""Volatile organic compounds emitted from silver birch of different provenances across a latitudinal gradient in Finland"", Tree Physiology, 2015, 5 (9): 975-986."
53,Martin1991,Martin,1991,"118. R. S. Martin, H. A. L. Westberg, E. Allwine, L. Ashman, J. Carl Farmer, and B. Lamb, ""Measurement of Isoprene and its Atmospheric Oxidation Products in a Central Pennsylvania Deciduous Forest,"" Journal of atmospheric chemistry 13 (1), 1-32 (1991)."
164,Martin1999,Martin,1999,"119. R. Martin, I. Villanueva, J. Zhang, and C. Popp, ""Nonmethane hydrocarbon, monocarboxylic acid, and low molecular weight aldehyde and ketone emissions from vegetation in central New Mexico,"" Environ. Sci. Technol. 33 (13), 2186-2192 (1999)."
245,Martin2003,Martin,2003,"253. D. M. Martin, J. Gershenzon, and J. Bohlmann, ""Induction of volatile terpene biosynthesis and diurnal emission by methyl jasmonate in foliage of Norway spruce,"" Plant Physiology 132 (3), 1586-1599 (2003)."
295,Matsunaga2008,Matsunaga,2008,"120. S. N. Matsunaga, A. B. Guenther, M. J. Potosnak, and E. C. Apel, ""Emission of sunscreen salicylic esters from desert vegetation and their contribution to aerosol formation,"" Atmospheric Chemistry and Physics 8 (24), 7367-7371 (2008)."
309,Matsunaga2009,Matsunaga,2009,"121. S. N. Matsunaga, A. B. Guenther, J. P. Greenberg, M. Potosnak, M. Papiez, T. Hiura, S. Kato, S. Nishida, P. Harley, and Y. Kajii, ""Leaf level emission measurement of sesquiterpenes and oxygenated sesquiterpenes from desert shrubs and temperate forest trees using a liquid extraction technique,"" Geochemical Journal 43 (3), 179-189 (2009)."
352,Matsunaga2012a,Matsunaga,2012,"122. S. N. Matsunaga, S. Chatani, S. Nakatsuka, D. Kusumoto, K. Kubota, Y. Utsumi, T. Enoki, A. Tani, and T. Hiura, ""Determination and potential importance of diterpene (kaur-16-ene) emitted from dominant coniferous trees in Japan,"" Chemosphere 87 (8), 886-893 (2012a)."
353,Matsunaga2012b,Matsunaga,2012,"123. S. N. Matsunaga, O. Muller, S. Chatani, M. Nakamura, T. Nakaji, and T. Hiura, ""Seasonal variation of isoprene basal emission in mature Quercus crispula trees under experimental warming of roots and branches,"" Geochemical Journal 46 (2), 163-167 (2012b)."
338,McKinney2011,McKinney,2011,"124. K. A. McKinney, B. H. Lee, A. Vasta, T. V. Pho, and J. W. Munger, ""Emissions of isoprenoids and oxygenated biogenic volatile organic compounds from a New England mixed forest,"" Atmospheric Chemistry and Physics 11 (10), 4807-4831 (2011)."
397,Meeningen2016,Meeningen,2016,"Y.V. Meeningen, G. Schurgers, R. Rinnan and T. Holst. ""BVOC emissions from English oak (Quercus robur) and European beech (Fagus sylvatica) along a latitudinal gradient"", Biogeosciences, 2016, 13: 6067-6080."
323,Misztal2010,Misztal,2010,"214. P. K. Misztal, S. M. Owen, A. B. Guenther, R. Rasmussen, C. Geron, P. Harley, G. J. Phillips, A. Ryan, D. P. Edwards, C. N. Hewitt, E. Nemitz, J. Siong, M. R. Heal, and J. N. Cape, ""Large estragole fluxes from oil palms in Borneo,"" Atmospheric Chemistry and Physics 10 (9), 4343-4358 (2010)."
339,Misztal2011,Misztal,2011,"215. P. K. Misztal, E. Nemitz, B. Langford, C. F. Di Marco, G. J. Phillips, C. N. Hewitt, A. R. MacKenzie, S. M. Owen, D. Fowler, M. R. Heal, and J. N. Cape, ""Direct ecosystem fluxes of volatile organic compounds from oil palms in South-East Asia,"" Atmospheric Chemistry and Physics 11 (17), 8995-9017 (2011)."
368,Misztal2014,Misztal,2014,"Misztal, P. K., T. Karl, R. Weber, H. H. Jonsson, A. B. Guenther and A. H. Goldstein (2014). ""Airborne flux measurements of biogenic isoprene over California."" Atmos. Chem. Phys. 14(19): 10631-10647."
362,Miyama2013,Miyama,2013,"Miyama, T., M. Okumura, Y. Kominami, K. Yoshimura, M. Ataka and A. Tani (2013). ""Nocturnal isoprene emission from mature trees and diurnal acceleration of isoprene oxidation rates near Quercus serrata Thunb. leaves."" Journal of Forest Research 18(1): 4-12."
41,Monson1989,Monson,1989,"125. R. K. Monson and R. Fall, ""Isoprene Emission from Aspen Leaves - Influence of Environment and Relation to Photosynthesis and Photorespiration,"" Plant Physiology 90 (1), 267-274 (1989)."
59,Monson1992,Monson,1992,"Monson, R. K., C. H. Jaeger, W. W. Adams, E. M. Driggers, G. M. Silver and R. Fall (1992). ""Relationships among Isoprene Emission Rate, Photosynthesis, and Isoprene Synthase Activity as Influenced by Temperature."" Plant Physiology 98(3): 1175-1180."
75,Monson1994,Monson,1994,"126. R. K. Monson, P. C. Harley, M. E. Litvak, M. Wildermuth, A. B. Guenther, P. R. Zimmerman, and R. Fall, ""Environmental and Developmental Controls over the Seasonal Pattern of Isoprene Emission from Aspen Leaves,"" Oecologia 99 (3-4), 260-270 (1994)."
375,Morrison2015,Morrison,2015,"Morrison, E. C., J. Drewer and M. R. Heal (2015). ""A comparison of isoprene and monoterpene emission rates from the perennial bioenergy crops short-rotation coppice willow and Miscanthus and the annual arable crops wheat and oilseed rape."" GCB Bioenergy DOI:10.1111/gcbb.12257: n/a-n/a."
259,Moukhtar2005,Moukhtar,2005,"127. S. Moukhtar, B. Bessagnet, L. Rouil, and V. Simon, ""Monoterpene emissions from Beech (Fagus sylvatica) in a French forest and impact on secondary pollutants formation at regional scale,"" Atmospheric Environment 39 (19), 3535-3547 (2005)."
433,Moukhtar2006,Moukhtar,2006,"S.Moukhtar, C. Couret, L. Rouil and V. Simon, ""Biogenic Volatile Organic Compounds (BVOCs) emissions from Abies alba in a French forest"", Science of the Total Environment, 2006, 354(2-3): 232-245."
394,Mozaffar2013,Mozaffar,2013,"M. Mozaffar, ""Biogenic volatile organic compound emissions from willow trees"", Lund University, Sweden, 2013"
296,Muller2008,Muller,2008,"216. J. F. Muller, T. Stavrakou, S. Wallens, I. De Smedt, M. Van Roozendael, M. J. Potosnak, J. Rinne, B. Munger, A. Goldstein, and A. B. Guenther, ""Global isoprene emissions estimated using MEGAN, ECMWF analyses and a detailed canopy environment model,"" Atmospheric Chemistry and Physics 8 (5), 1329-1341 (2008)."
380,Mutanda2016,Mutanda,2016,"Mutanda, I., M. Inafuku, H. Iwasaki, S. Saitoh, M. Fukuta, K. Watanabe and H. Oku (2016). ""Parameterization of G-93 isoprene emission formula for tropical trees Casuarina equisetifolia and Ficus septica."" Atmospheric Environment 141: 287-296."
83,Nemecek-Marshall1995,Nemecek-Marshall,1995,"Nemecek-Marshall, M., R. MacDonald, J. Franzen, C. Wojciechowski and R. Fall (1995). ""Methanol emission from leaves."" Plant Physiol. 108: 1359-1368."
324,Niinemets2010a,Niinemets,2010,"128. ö. Niinemets, ""Mild versus severe stress and BVOCs: thresholds, priming and consequences,"" Trends Plant Sci 15 (3), 145-153 (2010)."
325,Niinemets2010b,Niinemets,2010,"Niinemets, ö., L. Copolovici and K. HÅve (2010). ""High within-canopy variation in isoprene emission potentials in temperate trees: Implications for predicting canopy-scale isoprene fluxes."" J. Geophys. Res. 115(G4): G04029."
376,Niinemets2015a,Niinemets,2015,"Niinemets, U. and Z. H. Sun (2015). ""How light, temperature, and measurement and growth CO2 interactively control isoprene emission in hybrid aspen."" Journal of Experimental Botany 66(3): 841-851."
377,Nishimura2015b,Nishimura,2015,"Nishimura, H., H. Shimadera, A. Kondo, H. Bao, K. L. Shrestha and Y. Inoue (2015). ""Evaluation of light dependence of monoterpene emission and its effect on surface ozone concentration."" Atmospheric Environment 104(0): 143-153."
213,Nunes2001,Nunes,2001,"130. T. Nunes and C. Pio, ""Emission of volatile organic compounds from Portuguese eucalyptus forests,"" Chemosphere-Global Change Science 3, 239-248 (2001)."
33,Ohta1986,Ohta,1986,"K. Ohta, ""Diurnal and seasonal variation in isoprene emission from live oak,"" Geochemical Journal 19, 269-274 (1986)."
297,Oku2008,Oku,2008,"217. H. Oku, M. Fukuta, H. Iwasaki, P. Tambunan, and S. Baba, ""Modification of the isoprene emission model G93 for tropical tree Ficus virgata,"" Atmospheric Environment 42 (38), 8747-8754 (2008)."
284,Ormeno2007,Ormeno,2007,"132. E. Ormen?o, C. Fernandez, A. Bousquet-Melou, S. Greff, E. Morin, C. Robles, B. Vila, and G. Bonin, ""Monoterpene and sesquiterpene emissions of three Mediterranean species through calcareous and siliceous soils in natural conditions,"" Atmospheric Environment 41 (3), 629-639 (2007)."
285,Ortega2007,Ortega,2007,"133. J. Ortega, D. Helmig, A. Guenther, P. Harley, S. Pressley, and C. Vogel, ""Flux estimates and OH reaction potential of reactive biogenic volatile organic compounds (BVOCs) from a mixed northern hardwood forest,"" Atmospheric Environment 41 (26), 5479-5495 (2007)."
298,Ortega2008,Ortega,2008,"134. J. Ortega, D. Helmig, R. W. Daly, D. M. Tanner, A. B. Guenther, and J. D. Herrick, ""Approaches for quantifying reactive and low-volatility biogenic organic compound emissions by vegetation enclosure techniques - Part B: Applications,"" Chemosphere 72 (3), 365-380 (2008)."
236,Otter2002,Otter,2002,"135. L. B. Otter, A. Guenther, and J. Greenberg, ""Seasonal and spatial variations in biogenic hydrocarbon emissions from southern African savannas and woodlands,"" Atmospheric environment 36 (26), 12 (2002)."
117,Owen1997,Owen,1997,"136.  S. Owen, C. Boissard, R. A. Street, S. C. Duckham, O. Csiky, and C. N. Hewitt, ""Screening of 18 Mediterranean plant species for volatile organic compound emissions,"" Atmospheric Environment 31, 101-117 (1997)."
142,Owen1998,Owen,1998,"137. S. M. Owen, C. Boissard, B. Hagenlocher, and C. N. Hewitt, ""Field studies of isoprene emissions from vegetation in the Northwest Mediterranean region,"" Journal of geophysical research 103 (D19), 25 (1998)."
214,Owen2001,Owen,2001,"Owen, S. M., C. Boissard and C. N. Hewitt (2001). ""Volatile organic compounds (VOCs) emitted from 40 Mediterranean plant species: VOC speciation and extrapolation to habitat scale."" Atmospheric Environment 35(32): 5393-5409."
260,Padhy2005,Padhy,2005,"218. P. K. Padhy and C. K. Varshney, ""Isoprene emission from tropical tree species,"" Environmental Pollution 135 (1), 101-109 (2005)."
